Абсолютный путь;Относительный путь;Класс
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0046.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\8690.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0047.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\1199.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0048.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\6236.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0049.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\8622.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0050.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\9925.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0051.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\5760.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0052.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\9509.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0053.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3070.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0054.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\8462.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0055.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\4581.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0056.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\9187.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0057.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\1575.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0058.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\0693.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0059.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\5466.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0060.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\4023.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0061.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\4211.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0062.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\7415.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0063.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\8299.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0064.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\5264.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0065.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\1220.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0066.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\0513.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0067.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3045.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0068.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\0664.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0069.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\7646.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0070.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\4618.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0071.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\1543.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0072.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\1178.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0073.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\5183.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0074.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\9910.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0075.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\2334.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0076.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\0000.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0077.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3018.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0078.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\2373.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0079.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\8665.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0080.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3155.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0081.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\0674.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0082.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\6938.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0083.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\8474.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0084.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3368.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0085.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3903.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0086.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\4196.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0087.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\0663.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0088.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\1097.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0089.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3022.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0090.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\8784.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0091.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3041.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0092.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3170.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0093.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3019.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0094.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\9109.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0095.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\7625.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0096.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\1920.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0097.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\7486.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0098.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\1418.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0099.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\6050.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0100.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\5208.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0101.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3792.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0102.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\8063.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0103.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\6349.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0104.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\6680.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0105.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3998.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0106.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\8675.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0107.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\6926.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0108.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\9179.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0109.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\6312.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0110.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\5009.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0111.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\2881.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0112.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\4426.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0113.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\2672.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0114.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\9655.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0115.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\0892.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0116.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\2782.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0117.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\9079.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0118.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\5336.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0119.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\6328.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0120.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\8990.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0121.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\2178.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0122.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\5444.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0123.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\1000.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0124.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\9239.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0125.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\5202.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0126.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\0177.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0127.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3500.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0128.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\2270.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0129.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\0436.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0130.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\0604.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0131.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\7877.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0132.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\1283.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0133.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\5577.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0134.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\6343.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0135.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\7411.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0136.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\7804.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0137.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\4420.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0138.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\9927.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0139.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\1980.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0140.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\1923.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0141.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\8497.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0142.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\5311.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0143.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\2971.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0144.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3403.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0145.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\9161.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0146.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\4640.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0147.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\4754.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0148.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\0027.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0149.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\4002.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0150.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\1248.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0151.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3910.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0152.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3594.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0153.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\4984.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0154.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\2171.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0155.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3237.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0156.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\9905.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0157.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\4480.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0158.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\8071.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0159.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3119.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0160.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\6074.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0161.jpg;..\..\lab2 py\lab2-py\dataset\random_dataset\3311.jpg;rose
