C:\Users\dstep\OneDrive\dataset\tulip\0243.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0185.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0144.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0195.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0677.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0203.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0162.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0114.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0627.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0114.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0135.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0305.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0046.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0875.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0454.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0891.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0429.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0558.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0601.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0529.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\1014.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0373.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0274.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0632.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0734.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0283.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0954.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0462.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0665.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0665.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0080.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0788.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0487.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0363.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0410.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0153.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0028.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0966.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0231.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0884.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0104.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0782.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0095.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0381.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0310.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0390.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0958.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0969.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0399.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0798.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0339.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0940.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0413.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0774.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0036.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0746.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0013.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0682.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0073.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0372.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0697.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0268.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0833.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0551.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0585.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0636.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0772.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0003.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0234.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0059.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0712.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0030.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0902.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\1008.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0340.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0147.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0570.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0797.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0353.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0950.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0101.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0662.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0730.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0857.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0574.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0289.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0950.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0560.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0612.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0473.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0022.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0909.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0474.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0245.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0504.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0181.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0177.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0535.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0212.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0678.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0532.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0643.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0410.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0230.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0490.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0740.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0194.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0507.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0015.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0472.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0273.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0706.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0103.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0083.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0766.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0112.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0269.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0885.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0428.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0252.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0962.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0191.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0760.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0233.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0646.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\1001.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0488.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0163.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0079.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0066.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0216.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0084.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0251.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0344.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0288.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0722.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0821.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0426.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0250.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0807.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0058.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0329.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0294.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0814.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0990.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0414.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0992.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0700.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0972.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0580.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0591.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0891.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0670.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0016.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0683.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0871.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0104.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0495.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0196.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0951.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0246.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0638.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0692.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0449.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0383.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0981.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\1015.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0672.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0851.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0986.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0657.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0706.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0540.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0934.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0699.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0633.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0650.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0308.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0653.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0659.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0101.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0311.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0073.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0241.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0045.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0577.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0180.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0989.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0072.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0400.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0187.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0425.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0446.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0948.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0435.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0377.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0115.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0918.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0486.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0054.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0504.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0604.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0118.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0877.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0202.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0553.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0870.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0492.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0418.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0668.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0852.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0550.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0466.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0227.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0382.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0414.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0275.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\1012.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0229.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0423.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0926.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0767.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0206.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0808.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0614.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0128.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0892.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0661.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0051.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0235.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0143.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0244.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0531.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0184.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0441.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0988.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0610.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0980.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0740.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0354.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0679.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0632.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0502.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0327.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0888.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0866.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0032.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0141.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0018.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0432.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\1013.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0696.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\1017.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0438.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0326.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0346.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0991.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0926.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0600.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0023.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0456.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0775.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0785.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0421.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0805.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0332.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\1010.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0681.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0547.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0552.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0630.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0004.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0359.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0936.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0879.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0568.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0944.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0395.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0695.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\1004.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0311.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0469.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0141.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0098.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0192.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0509.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0242.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0060.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0877.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0224.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0616.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0574.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0223.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0698.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0322.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0397.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0489.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0871.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0720.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0712.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0674.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0761.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0387.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0588.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0441.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0334.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0162.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0673.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0415.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0235.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0277.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0034.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0368.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0691.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0513.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0155.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0132.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0564.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0323.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0695.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0405.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0675.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0148.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0513.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0594.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0943.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0146.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0257.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0116.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0605.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\1007.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0755.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0070.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0502.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0098.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0821.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0243.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0297.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0097.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0109.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0383.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0664.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0849.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0065.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0426.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0174.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0374.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0557.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0820.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0549.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0318.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0071.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0777.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0271.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0778.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0978.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0017.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0890.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0786.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0375.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0364.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0555.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0314.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0396.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0956.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0239.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0647.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0285.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0195.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0182.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0987.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0050.jpg;1
C:\Users\dstep\OneDrive\dataset\tulip\0478.jpg;1
C:\Users\dstep\OneDrive\dataset\rose\0776.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0599.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0566.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0834.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0903.jpg;0
C:\Users\dstep\OneDrive\dataset\rose\0027.jpg;0
C:\Users\dstep\OneDrive\dataset\tulip\0795.jpg;1
