Абсолютный путь;Относительный путь;Класс
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0020.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0020.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0021.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0021.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0022.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0022.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0023.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0023.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0024.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0024.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0025.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0025.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0026.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0026.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0027.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0027.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0028.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0028.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0029.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0029.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0030.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0030.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0031.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0031.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0032.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0032.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0033.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0033.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0034.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0034.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0035.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0035.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0036.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0036.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0037.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0037.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0038.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0038.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0039.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0039.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0040.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0040.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0041.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0041.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0042.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0042.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0043.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0043.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0044.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0044.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0045.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0045.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0046.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0046.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0047.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0047.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0048.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0048.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0049.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0049.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0050.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0050.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0051.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0051.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0052.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0052.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0053.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0053.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0054.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0054.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0055.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0055.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0056.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0056.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0057.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0057.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0058.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0058.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0059.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0059.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0060.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0060.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0061.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0061.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0062.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0062.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0063.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0063.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0064.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0064.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0065.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0065.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0066.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0066.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0067.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0067.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0068.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0068.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0069.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0069.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0070.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0070.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0071.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0071.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0072.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0072.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0073.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0073.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0074.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0074.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0075.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0075.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0076.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0076.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0077.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0077.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0078.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0078.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0079.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0079.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0080.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0080.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0081.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0081.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0082.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0082.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0083.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0083.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0084.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0084.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0085.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0085.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0086.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0086.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0087.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0087.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0088.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0088.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0089.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0089.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0090.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0090.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0091.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0091.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0092.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0092.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0093.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0093.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0094.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0094.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0095.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0095.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0096.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0096.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0097.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0097.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0098.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0098.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0099.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0099.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0100.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0100.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0101.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0101.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0102.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0102.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0103.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0103.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0104.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0104.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0105.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0105.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0106.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0106.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0107.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0107.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0108.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0108.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0109.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0109.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0110.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0110.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0111.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0111.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0112.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0112.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0113.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0113.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0114.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0114.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0115.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0115.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0116.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0116.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0117.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0117.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0118.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0118.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0119.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0119.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0120.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0120.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0121.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0121.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0122.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0122.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0123.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0123.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0124.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0124.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0125.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0125.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0126.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0126.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0127.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0127.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0128.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0128.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0129.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0129.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0130.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0130.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0131.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0131.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0132.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0132.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0133.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0133.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0134.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0134.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0135.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0135.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0136.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0136.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0137.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0137.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0138.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0138.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0139.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0139.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0140.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0140.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0141.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0141.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0142.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0142.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0143.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0143.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0144.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0144.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0145.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0145.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0146.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0146.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0147.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0147.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0148.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0148.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0149.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0149.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0150.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0150.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0151.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0151.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0152.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0152.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0153.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0153.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0154.jpg;..\..\lab2 py\lab2-py\dataset\changed_dataset\rose_0154.jpg;rose
